Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-10-28T08:02:45.173Z","Included","claude-4.5-sonnet-thinking","Yes","913","5","106918","297","108133","0.05"
"2025-10-28T08:02:38.891Z","Included","claude-4.5-sonnet-thinking","Yes","3849","7","103069","496","107421","0.06"
"2025-10-28T08:02:37.307Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:02:32.469Z","Included","claude-4.5-sonnet-thinking","Yes","3127","7","99942","267","103343","0.05"
"2025-10-28T08:02:30.838Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:02:11.193Z","Included","claude-4.5-sonnet-thinking","Yes","1000","7","98942","273","100222","0.05"
"2025-10-28T08:02:10.158Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:02:03.902Z","Included","claude-4.5-sonnet-thinking","Yes","6081","7","92861","383","99332","0.07"
"2025-10-28T08:02:02.722Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:01:58.917Z","Included","claude-4.5-sonnet-thinking","Yes","3017","7","89844","270","93138","0.05"
"2025-10-28T08:01:56.787Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:00:52.056Z","Included","claude-4.5-sonnet-thinking","Yes","0","0","0","0","0","0.00"
"2025-10-28T08:00:46.975Z","Included","claude-4.5-sonnet-thinking","Yes","78997","4790","12369","409","96565","0.37"
"2025-10-28T07:54:38.651Z","Included","gpt-5-pro","No","0","83023","851","5125","88999","2.20"
"2025-10-28T07:51:20.173Z","Included","gpt-5-pro","Yes","0","80450","0","707","81157","1.55"
"2025-10-28T07:47:50.759Z","Included","gpt-5-pro","Yes","0","82203","1522","5230","88955","2.18"
"2025-10-28T06:56:29.111Z","Included","claude-4.5-sonnet-thinking","No","238626","8146","889918","16585","1153275","1.42"
"2025-10-27T23:53:25.391Z","Included","claude-4.5-sonnet-thinking","No","483","826","154040","175","155524","0.05"
"2025-10-27T23:49:49.510Z","Included","claude-4.5-sonnet-thinking","No","142001","2231","440304","10521","595057","0.82"
"2025-10-27T23:42:00.176Z","Included","claude-4.5-sonnet-thinking","No","53319","1065","708238","7646","770268","0.53"
"2025-10-27T23:35:54.365Z","Included","claude-4.5-sonnet-thinking","No","50678","6926","734985","6557","799146","0.52"
"2025-10-27T23:34:58.930Z","Included","claude-4.5-sonnet-thinking","No","53398","5372","71672","707","131149","0.24"
"2025-10-27T22:25:18.115Z","Included","claude-4.5-sonnet-thinking","No","48080","1180","124994","2339","176593","0.25"
"2025-10-27T22:19:50.419Z","Included","claude-4.5-sonnet-thinking","No","44174","842","12051","177","57244","0.17"
"2025-10-27T22:07:31.771Z","Included","claude-4.5-sonnet-thinking","No","207488","2206","1520045","11030","1740769","1.40"
"2025-10-27T21:57:26.346Z","Included","claude-4.5-sonnet-thinking","No","136928","5909","414317","18232","575386","0.91"
"2025-10-27T17:42:47.202Z","Included","claude-4.5-sonnet-thinking","No","113804","3288","727067","4448","848607","0.72"
"2025-10-27T17:33:13.569Z","Included","claude-4.5-sonnet-thinking","No","98926","3298","308302","6005","416531","0.55"
"2025-10-27T06:13:56.492Z","Included","claude-4.5-sonnet-thinking","No","3251","1234","166606","3156","174247","0.11"
"2025-10-27T06:12:21.161Z","Included","claude-4.5-sonnet-thinking","No","71321","1019","12673","451","85464","0.28"
"2025-10-27T06:07:01.624Z","Included","claude-4.5-sonnet-thinking","No","71051","854","12055","262","84222","0.27"
"2025-10-27T05:26:24.245Z","Included","claude-4.5-sonnet-thinking","No","46756","854","2061691","12656","2121957","0.98"
"2025-10-27T05:22:19.026Z","Included","claude-4.5-sonnet-thinking","No","33046","2071","181332","4222","220671","0.24"
"2025-10-27T05:20:30.642Z","Included","claude-4.5-sonnet-thinking","No","27760","1926","101402","1844","132932","0.16"
"2025-10-27T00:08:17.304Z","Included","claude-4.5-sonnet-thinking","No","53896","7904","68772","5931","136503","0.32"
"2025-10-26T23:52:11.886Z","Included","claude-4.5-sonnet-thinking","No","44248","1956","51171","553","97928","0.19"
"2025-10-26T23:46:49.893Z","Included","claude-4.5-sonnet-thinking","No","6211","1589","72780","156","80736","0.05"
"2025-10-26T23:45:24.481Z","Included","claude-4.5-sonnet-thinking","No","27254","1321","82867","1181","112623","0.14"
"2025-10-26T23:39:32.958Z","Included","claude-4.5-sonnet-thinking","No","159447","2219","837035","5320","1004021","0.93"
"2025-10-26T23:32:36.578Z","Included","claude-4.5-sonnet-thinking","No","2016","1600","160444","595","164655","0.07"
"2025-10-26T23:29:49.464Z","Included","claude-4.5-sonnet-thinking","No","11658","2140","908211","5941","927950","0.41"
"2025-10-26T23:25:51.663Z","Included","claude-4.5-sonnet-thinking","No","9467","2073","852728","5927","870195","0.38"
"2025-10-26T23:16:54.612Z","Included","claude-4.5-sonnet-thinking","No","126573","4190","924999","6163","1061925","0.85"
"2025-10-26T22:43:39.494Z","Included","claude-4.5-sonnet-thinking","No","110450","1389","131499","1703","245041","0.48"
"2025-10-26T22:30:57.668Z","Included","claude-4.5-sonnet-thinking","No","105927","1868","343580","10210","461585","0.65"
"2025-10-26T17:20:13.433Z","Included","claude-4.5-sonnet-thinking","No","92202","7188","13213","741","113344","0.37"
"2025-10-26T16:53:10.276Z","Included","claude-4.5-sonnet-thinking","No","20375","2184","897768","13335","933662","0.55"
"2025-10-26T16:50:37.659Z","Included","claude-4.5-sonnet-thinking","No","69272","6849","13206","744","90071","0.28"
"2025-10-26T14:33:28.032Z","Included","claude-4.5-sonnet-thinking","No","83291","6404","267145","9628","366468","0.54"
"2025-10-26T14:26:34.561Z","Included","claude-4.5-sonnet-thinking","No","42832","115534","524018","21311","703695","0.50"
"2025-10-26T14:25:02.266Z","Included","claude-4.5-sonnet-thinking","No","1774","1503","336527","617","340421","0.12"
"2025-10-26T14:23:20.634Z","Included","claude-4.5-sonnet-thinking","No","5654","1593","489960","3199","500406","0.22"
"2025-10-26T14:18:43.477Z","Included","claude-4.5-sonnet-thinking","No","1339","1184","322360","612","325495","0.11"
"2025-10-26T14:17:49.747Z","Included","claude-4.5-sonnet-thinking","No","872","1179","320589","369","323009","0.11"
"2025-10-26T14:16:46.611Z","Included","claude-4.5-sonnet-thinking","No","894","1145","318818","346","321203","0.10"
"2025-10-26T14:16:06.048Z","Included","claude-4.5-sonnet-thinking","No","958","1183","316898","380","319419","0.10"
"2025-10-26T14:15:13.507Z","Included","claude-4.5-sonnet-thinking","No","882","1136","315110","368","317496","0.10"
"2025-10-26T14:14:07.877Z","Included","claude-4.5-sonnet-thinking","No","908","1130","313314","366","315718","0.10"
"2025-10-26T14:12:07.366Z","Included","claude-4.5-sonnet-thinking","No","1183","1192","311219","399","313993","0.10"
"2025-10-26T14:06:53.159Z","Included","claude-4.5-sonnet-thinking","No","8999","2187","594154","4925","610265","0.29"
"2025-10-26T14:05:34.186Z","Included","claude-4.5-sonnet-thinking","No","1393","732","289534","582","292241","0.10"
"2025-10-26T14:04:48.866Z","Included","claude-4.5-sonnet-thinking","No","1163","1285","287935","455","290838","0.10"
"2025-10-26T14:02:11.685Z","Included","claude-4.5-sonnet-thinking","No","1263","1307","285438","488","288496","0.10"
"2025-10-26T13:59:34.132Z","Included","claude-4.5-sonnet-thinking","No","5482","1521","689930","2585","699518","0.27"
"2025-10-26T13:54:28.125Z","Included","claude-4.5-sonnet-thinking","No","5603","2978","532419","2006","543006","0.22"
"2025-10-26T13:50:50.832Z","Included","claude-4.5-sonnet-thinking","No","5202","1315","764770","1817","773104","0.28"
"2025-10-26T13:49:57.749Z","Included","claude-4.5-sonnet-thinking","No","1724","1172","374235","748","377879","0.13"
"2025-10-26T13:47:57.093Z","Included","claude-4.5-sonnet-thinking","No","1744","1263","246268","621","249896","0.09"
"2025-10-26T13:46:45.308Z","Included","claude-4.5-sonnet-thinking","No","2533","1517","483386","547","487983","0.16"
"2025-10-26T13:45:31.577Z","Included","claude-4.5-sonnet-thinking","No","2454","1254","353860","1070","358638","0.13"
"2025-10-26T13:43:46.917Z","Included","claude-4.5-sonnet-thinking","No","0","769","1190","19","1978","0.000"
"2025-10-26T13:41:01.981Z","Included","claude-4.5-sonnet-thinking","No","3621","1470","917924","1221","924236","0.31"
"2025-10-26T13:34:13.957Z","Included","claude-4.5-sonnet-thinking","No","3241","1669","781907","1228","788045","0.27"
"2025-10-26T13:32:48.609Z","Included","claude-4.5-sonnet-thinking","No","24580","1080","258412","505","284577","0.18"
"2025-10-26T13:29:52.035Z","Included","claude-4.5-sonnet-thinking","No","2930","1103","334711","1440","340184","0.13"
"2025-10-26T13:24:22.688Z","Included","claude-4.5-sonnet-thinking","No","5778","1270","473082","1697","481827","0.19"
"2025-10-26T13:23:08.211Z","Included","claude-4.5-sonnet-thinking","No","1618","984","151756","915","155273","0.07"
"2025-10-26T13:21:34.600Z","Included","claude-4.5-sonnet-thinking","No","961","999","149837","398","152195","0.05"
"2025-10-26T13:20:44.922Z","Included","claude-4.5-sonnet-thinking","No","957","974","148001","529","150461","0.06"
"2025-10-26T13:19:06.432Z","Included","claude-4.5-sonnet-thinking","No","4790","1076","208153","2941","216960","0.12"
"2025-10-26T13:17:35.183Z","Included","claude-4.5-sonnet-thinking","No","1042","964","136251","539","138796","0.05"
"2025-10-26T13:16:28.422Z","Included","claude-4.5-sonnet-thinking","No","1139","993","134210","380","136722","0.05"
"2025-10-26T13:12:07.062Z","Included","claude-4.5-sonnet-thinking","No","55224","1865","70117","5131","132337","0.31"
"2025-10-26T13:01:53.727Z","Included","claude-4.5-sonnet-thinking","No","1199","1212","114078","419","116908","0.05"
"2025-10-26T12:59:32.114Z","Included","claude-4.5-sonnet-thinking","No","45210","1856","216526","3270","266862","0.29"
"2025-10-26T12:57:47.413Z","Included","claude-4.5-sonnet-thinking","No","4061","1283","171295","1968","178607","0.10"
"2025-10-26T12:55:49.688Z","Included","claude-4.5-sonnet-thinking","No","4209","1578","155122","995","161904","0.08"
"2025-10-26T12:51:27.625Z","Included","claude-4.5-sonnet-thinking","No","1598","1217","72792","865","76472","0.04"
"2025-10-26T12:50:18.865Z","Included","claude-4.5-sonnet-thinking","No","2701","2771","67370","637","73479","0.04"
"2025-10-26T12:48:48.653Z","Included","claude-4.5-sonnet-thinking","No","1531","1163","64207","797","67698","0.04"
"2025-10-26T12:47:09.650Z","Included","claude-4.5-sonnet-thinking","No","1332","1211","92353","663","95559","0.04"
"2025-10-26T12:45:38.208Z","Included","claude-4.5-sonnet-thinking","No","1850","1280","87289","993","91412","0.05"
"2025-10-26T12:43:31.378Z","Included","claude-4.5-sonnet-thinking","No","17128","1294","266450","1992","286864","0.17"
"2025-10-26T12:41:35.475Z","Included","claude-4.5-sonnet-thinking","No","29040","2065","602779","3747","637631","0.35"
"2025-10-26T12:38:10.308Z","Included","claude-4.5-sonnet-thinking","No","4037","2038","560237","3346","569658","0.23"
"2025-10-26T12:36:03.184Z","Included","claude-4.5-sonnet-thinking","No","4016","1979","680072","2592","688659","0.26"
"2025-10-26T12:33:47.994Z","Included","claude-4.5-sonnet-thinking","No","122917","2060","933120","3061","1061158","0.79"
"2025-10-26T12:26:13.492Z","Included","claude-4.5-sonnet-thinking","No","116438","7297","744414","8983","877132","0.80"
"2025-10-26T12:09:07.997Z","Included","claude-4.5-sonnet-thinking","No","83408","124165","1135764","28183","1371520","0.90"
"2025-10-26T12:01:59.987Z","Included","claude-4.5-sonnet-thinking","No","152940","5853","1434794","8157","1601744","1.13"
"2025-10-26T11:55:09.291Z","Included","claude-4.5-sonnet-thinking","No","29618","1872","897901","4313","933704","0.45"
"2025-10-26T11:53:19.781Z","Included","claude-4.5-sonnet-thinking","No","110452","6786","677978","1853","797069","0.65"
"2025-10-26T10:39:30.094Z","Included","claude-4.5-sonnet-thinking","No","160234","11690","2612325","8709","2792958","1.54"
"2025-10-26T09:16:42.437Z","Included","claude-4.5-sonnet-thinking","No","200753","112545","3043377","21664","3378339","1.90"
"2025-10-26T09:08:20.865Z","Included","claude-4.5-sonnet-thinking","No","142470","4366","13136","1176","161148","0.56"
"2025-10-26T08:43:19.276Z","Included","claude-4.5-sonnet-thinking","No","139135","878","310475","2368","452856","0.65"
"2025-10-26T08:09:32.852Z","Included","claude-4.5-sonnet-thinking","No","64813","3253","5991548","21557","6081171","2.36"
"2025-10-26T08:06:14.197Z","Included","claude-4.5-sonnet-thinking","No","71771","5871","13139","779","91560","0.29"
"2025-10-25T06:53:53.342Z","User API Key","gpt-4.1","No","0","0","0","0","0","0.00"
"2025-10-25T06:51:46.171Z","User API Key","claude-4.5-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-10-25T06:48:23.693Z","User API Key","claude-4.5-sonnet-thinking","No","0","0","0","0","0","0.00"
"2025-10-24T22:42:58.538Z","Included","claude-4.5-sonnet-thinking","No","70465","2533","627455","3587","704040","0.51"
"2025-10-24T22:29:56.853Z","Included","claude-4.5-sonnet-thinking","No","60544","3526","711952","4122","780144","0.50"
"2025-10-24T22:04:33.491Z","Included","claude-4.5-sonnet-thinking","No","54423","2511","3192238","5517","3254689","1.25"
"2025-10-24T22:03:02.491Z","Included","claude-4.5-sonnet-thinking","No","859","2161","166797","466","170283","0.06"
"2025-10-24T22:00:16.561Z","Included","claude-4.5-sonnet-thinking","No","471","1539","166387","565","168962","0.06"
"2025-10-24T21:57:05.955Z","Included","claude-4.5-sonnet-thinking","No","153633","1384","1127712","1612","1284341","0.94"
"2025-10-24T21:48:12.882Z","Included","claude-4.5-sonnet-thinking","No","1513","947","472994","759","476213","0.16"
"2025-10-24T21:47:20.982Z","Included","claude-4.5-sonnet-thinking","No","1881","1031","624234","908","628054","0.21"
"2025-10-24T21:41:03.136Z","Included","claude-4.5-sonnet-thinking","No","13252","1658","2533263","4043","2552216","0.87"
"2025-10-24T21:38:46.089Z","Included","claude-4.5-sonnet-thinking","No","3573","930","139726","224","144453","0.06"
"2025-10-24T21:37:41.290Z","Included","claude-4.5-sonnet-thinking","No","127080","6393","13156","1373","148002","0.51"
"2025-10-24T21:14:19.624Z","Included","claude-4.5-sonnet-thinking","No","11540","3257","393825","5414","414036","0.25"
"2025-10-24T21:13:15.051Z","Included","claude-4.5-sonnet-thinking","No","2173","1347","252653","797","256970","0.10"
"2025-10-24T21:12:23.708Z","Included","claude-4.5-sonnet-thinking","No","451","2207","125770","918","129346","0.05"
"2025-10-24T21:08:30.867Z","Included","claude-4.5-sonnet-thinking","No","17565","9122","1420944","2771","1450402","0.54"
"2025-10-24T21:06:54.648Z","Included","claude-4.5-sonnet-thinking","No","98099","1306","334292","1086","434783","0.48"
"2025-10-24T21:05:52.763Z","Included","claude-4.5-sonnet-thinking","No","896","1086","213842","486","216310","0.07"
"2025-10-24T21:00:27.104Z","Included","claude-4.5-sonnet-thinking","No","94984","1217","222567","582","319350","0.43"
"2025-10-24T20:56:23.543Z","Included","claude-4.5-sonnet-thinking","No","92825","1626","521392","955","616798","0.52"
"2025-10-24T20:51:54.081Z","Included","claude-4.5-sonnet-thinking","No","2135","2602","98614","656","104007","0.05"
"2025-10-24T20:50:51.534Z","Included","claude-4.5-sonnet-thinking","No","85881","2761","12719","473","101834","0.34"
"2025-10-24T20:37:27.200Z","Included","claude-4.5-sonnet-thinking","No","85359","3815","3631604","11693","3732471","1.59"
"2025-10-24T20:28:52.222Z","Included","claude-4.5-sonnet-thinking","No","208","2533","67053","437","70231","0.03"
"2025-10-24T20:27:33.252Z","Included","claude-4.5-sonnet-thinking","No","54351","903","12644","205","68103","0.21"
"2025-10-24T20:22:01.964Z","Included","claude-4.5-sonnet-thinking","No","359","940","65637","143","67079","0.02"
"2025-10-24T20:21:20.923Z","Included","claude-4.5-sonnet-thinking","No","523","1177","65764","305","67769","0.03"
"2025-10-24T20:20:35.800Z","Included","claude-4.5-sonnet-thinking","No","317","1386","65499","447","67649","0.03"
"2025-10-24T20:19:52.018Z","Included","claude-4.5-sonnet-thinking","No","468","966","64936","314","66684","0.03"
"2025-10-24T20:16:03.176Z","Included","claude-4.5-sonnet-thinking","No","52264","796","12039","176","65275","0.20"
"2025-10-24T20:05:48.768Z","Included","claude-4.5-sonnet-thinking","No","5038","1541","486177","1565","494321","0.19"
"2025-10-24T20:04:15.599Z","Included","claude-4.5-sonnet-thinking","No","154","1375","59688","807","62024","0.03"
"2025-10-24T20:03:35.208Z","Included","claude-4.5-sonnet-thinking","No","2870","2384","111839","678","117771","0.06"
"2025-10-24T20:02:37.499Z","Included","claude-4.5-sonnet-thinking","No","718","1411","55979","237","58345","0.02"
"2025-10-24T20:01:37.315Z","Included","claude-4.5-sonnet-thinking","No","612","1428","55352","186","57578","0.02"
"2025-10-24T20:00:41.809Z","Included","claude-4.5-sonnet-thinking","No","42711","1284","12668","292","56955","0.17"
"2025-10-24T19:55:45.457Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","42151","1539","11994","239","55923","0.17"
"2025-10-24T19:43:08.019Z","Included","claude-4.5-sonnet-thinking","No","6789","2125","1013908","2189","1025011","0.36"
"2025-10-24T19:41:54.648Z","Included","claude-4.5-sonnet-thinking","No","2243","1081","87247","622","91193","0.04"
"2025-10-24T19:40:57.089Z","Included","claude-4.5-sonnet-thinking","No","354","9565","88247","291","98457","0.04"
"2025-10-24T19:39:40.432Z","Included","claude-4.5-sonnet-thinking","No","179","1089","87260","109","88637","0.03"
"2025-10-24T19:38:36.959Z","Included","claude-4.5-sonnet-thinking","No","207","946","87050","85","88288","0.03"
"2025-10-24T19:38:14.781Z","Included","claude-4.5-sonnet-thinking","No","255","952","86803","112","88122","0.03"
"2025-10-24T19:37:41.196Z","Included","claude-4.5-sonnet-thinking","No","556","682","86266","151","87655","0.03"
"2025-10-24T19:37:01.305Z","Included","claude-4.5-sonnet-thinking","No","208","1264","86055","172","87699","0.03"
"2025-10-24T19:35:01.099Z","Included","claude-4.5-sonnet-thinking","No","280","966","85760","103","87109","0.03"
"2025-10-24T19:34:26.075Z","Included","claude-4.5-sonnet-thinking","No","227","1004","85561","183","86975","0.03"
"2025-10-24T19:33:41.304Z","Included","claude-4.5-sonnet-thinking","No","183","964","85357","131","86635","0.03"
"2025-10-24T19:33:14.611Z","Included","claude-4.5-sonnet-thinking","No","537","944","84804","86","86371","0.03"
"2025-10-24T19:32:34.201Z","Included","claude-4.5-sonnet-thinking","No","1558","873","82573","73","85077","0.03"
"2025-10-24T19:31:23.292Z","Included","claude-4.5-sonnet-thinking","No","199","2273","83064","149","85685","0.03"
"2025-10-24T19:30:36.963Z","Included","claude-4.5-sonnet-thinking","No","697","942","82356","104","84099","0.03"
"2025-10-24T19:29:44.959Z","Included","claude-4.5-sonnet-thinking","No","2901","2846","79786","151","85684","0.04"
"2025-10-24T19:28:32.134Z","Included","claude-4.5-sonnet-thinking","No","1554","6772","78472","205","87003","0.04"
"2025-10-24T19:27:27.080Z","Included","claude-4.5-sonnet-thinking","No","1179","2249","76757","217","80402","0.03"
"2025-10-24T19:25:58.286Z","Included","claude-4.5-sonnet-thinking","No","269","1908","76455","122","78754","0.03"
"2025-10-24T19:25:07.640Z","Included","claude-4.5-sonnet-thinking","No","227","674","76245","171","77317","0.03"
"2025-10-24T19:24:34.804Z","Included","claude-4.5-sonnet-thinking","No","589","952","75645","132","77318","0.03"
"2025-10-24T19:23:56.861Z","Included","claude-4.5-sonnet-thinking","No","242","1309","75398","132","77081","0.03"
"2025-10-24T19:22:56.838Z","Included","claude-4.5-sonnet-thinking","No","314","973","75093","140","76520","0.03"
"2025-10-24T19:21:55.079Z","Included","claude-4.5-sonnet-thinking","No","1748","1030","73368","209","76355","0.03"
"2025-10-24T19:20:19.759Z","Included","claude-4.5-sonnet-thinking","No","1069","1773","72469","1644","76955","0.05"
"2025-10-24T19:19:29.293Z","Included","claude-4.5-sonnet-thinking","No","59651","1963","12850","823","75287","0.24"
"2025-10-24T19:02:58.462Z","Included","claude-4.5-sonnet-thinking","No","2117","4241","135300","1526","143184","0.08"
"2025-10-24T18:59:01.835Z","Included","claude-4.5-sonnet-thinking","No","55804","14939","1283295","3597","1357635","0.69"
"2025-10-24T18:45:07.321Z","Included","claude-4.5-sonnet-thinking","No","90641","146175","1403759","31174","1671749","0.97"
"2025-10-24T18:41:48.486Z","Included","claude-4.5-sonnet-thinking","No","154120","2013","12691","405","169229","0.59"
"2025-10-24T18:30:33.215Z","Included","claude-4.5-sonnet-thinking","No","1955","2771","985759","1003","991488","0.32"
"2025-10-24T18:28:41.482Z","Included","claude-4.5-sonnet-thinking","No","838","1448","164109","820","167215","0.06"
"2025-10-24T18:27:56.703Z","Included","claude-4.5-sonnet-thinking","No","1776","1458","162270","463","165967","0.06"
"2025-10-24T18:19:07.700Z","Included","claude-4.5-sonnet-thinking","No","18222","21114","2265940","8400","2313676","0.93"
"2025-10-24T18:18:13.429Z","Included","claude-4.5-sonnet-thinking","No","2417","2807","283599","1340","290163","0.12"
"2025-10-24T18:16:11.495Z","Included","claude-4.5-sonnet-thinking","No","3706","2935","277505","594","284740","0.11"
"2025-10-24T18:14:16.982Z","Included","claude-4.5-sonnet-thinking","No","125206","4615","148635","1994","280450","0.55"
"2025-10-24T17:56:45.178Z","Included","claude-4.5-sonnet-thinking","No","27817","29908","1096412","2092","1156229","0.55"
"2025-10-24T17:55:21.652Z","Included","claude-4.5-sonnet-thinking","No","94876","2803","12772","784","111235","0.38"
"2025-10-24T17:46:36.590Z","Included","claude-4.5-sonnet-thinking","No","7775","8459","602226","910","619370","0.25"
"2025-10-24T17:45:39.483Z","Included","claude-4.5-sonnet-thinking","No","2314","7410","95035","1502","106261","0.07"
"2025-10-24T17:39:15.685Z","Included","claude-4.5-sonnet-thinking","No","12607","14994","1033758","5720","1067079","0.48"
"2025-10-24T17:38:13.248Z","Included","claude-4.5-sonnet-thinking","No","3304","4702","394368","1286","403660","0.16"
"2025-10-24T17:33:55.707Z","Included","claude-4.5-sonnet-thinking","No","65917","18010","211193","8692","303812","0.49"
"2025-10-24T17:12:24.022Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","73798","20735","217740","6071","318344","0.48"
"2025-10-24T17:11:42.427Z","Included","claude-4.5-sonnet-thinking","No","159811","3342","12888","468","176509","0.61"
"2025-10-24T16:57:43.875Z","Included","claude-4.5-sonnet-thinking","No","2903","3677","505033","578","512191","0.18"
"2025-10-24T16:55:10.344Z","Included","claude-4.5-sonnet-thinking","No","155723","2900","178114","1104","337841","0.66"
"2025-10-24T16:49:22.740Z","Included","claude-4.5-sonnet-thinking","No","3137","2674","162250","622","168683","0.07"
"2025-10-24T16:44:46.755Z","Included","claude-4.5-sonnet-thinking","No","10593","12481","1726852","3643","1753569","0.65"
"2025-10-24T16:43:47.083Z","Included","claude-4.5-sonnet-thinking","No","1841","3765","151875","598","158079","0.07"
"2025-10-24T16:40:08.603Z","Included","claude-4.5-sonnet-thinking","No","138905","10067","1046677","2404","1198053","0.89"
"2025-10-24T16:27:14.568Z","Included","claude-4.5-sonnet-thinking","No","4299","4965","852146","1795","863205","0.31"
"2025-10-24T16:20:56.941Z","Included","claude-4.5-sonnet-thinking","No","7102","8373","1367089","1875","1384439","0.48"
"2025-10-24T16:18:04.650Z","Included","claude-4.5-sonnet-thinking","No","7230","8521","1558225","2419","1576395","0.55"
"2025-10-24T16:13:38.169Z","Included","claude-4.5-sonnet-thinking","No","8857","10446","966903","4589","990795","0.42"
"2025-10-24T16:10:31.887Z","Included","claude-4.5-sonnet-thinking","No","7687","12071","670298","3583","693639","0.31"
"2025-10-24T16:07:24.637Z","Included","claude-4.5-sonnet-thinking","No","15421","23874","990902","4571","1034768","0.49"
"2025-10-24T15:59:46.534Z","Included","claude-4.5-sonnet-thinking","No","82427","23715","832400","8140","946682","0.74"
"2025-10-24T15:49:27.153Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","60445","51762","1660395","10740","1783342","1.02"
"2025-10-24T15:47:54.225Z","Included","claude-4.5-sonnet-thinking","No","160298","5585","12383","867","179133","0.62"
"2025-10-24T15:36:50.263Z","Included","claude-4.5-sonnet-thinking","No","158968","23791","1819643","7529","2009931","1.31"
"2025-10-24T15:29:05.497Z","Included","claude-4.5-sonnet-thinking","No","7654","10615","1230463","2935","1251667","0.47"
"2025-10-24T15:26:04.711Z","Included","claude-4.5-sonnet-thinking","No","1360","2840","299695","537","304432","0.11"
"2025-10-24T15:23:27.738Z","Included","claude-4.5-sonnet-thinking","No","3945","4359","731433","1178","740915","0.26"
"2025-10-24T15:20:29.075Z","Included","claude-4.5-sonnet-thinking","No","3406","4522","1000411","1190","1009529","0.34"
"2025-10-24T15:15:55.139Z","Included","claude-4.5-sonnet-thinking","No","129961","7090","1122206","1941","1261198","0.87"
"2025-10-24T15:05:25.614Z","Included","claude-4.5-sonnet-thinking","No","128782","7129","1078529","2388","1216828","0.86"
"2025-10-24T15:04:20.774Z","Included","claude-4.5-sonnet-thinking","No","1885","1194","131662","323","135064","0.05"
"2025-10-24T14:59:07.268Z","Included","claude-4.5-sonnet-thinking","No","5888","9622","1148387","2275","1166172","0.42"
"2025-10-24T14:56:42.059Z","Included","claude-4.5-sonnet-thinking","No","9744","11531","947647","1778","970700","0.38"
"2025-10-24T14:53:28.090Z","Included","claude-4.5-sonnet-thinking","No","6957","9129","1328489","3174","1347749","0.49"
"2025-10-24T14:50:22.413Z","Included","claude-4.5-sonnet-thinking","No","8034","14272","1033270","4915","1060491","0.45"
"2025-10-24T14:47:56.232Z","Included","claude-4.5-sonnet-thinking","No","7963","7580","573714","2291","591548","0.25"
"2025-10-24T14:44:08.248Z","Included","claude-4.5-sonnet-thinking","No","16544","15521","420183","2803","455051","0.27"
"2025-10-24T14:40:03.114Z","Included","claude-4.5-sonnet-thinking","No","9091","12964","686268","3803","712126","0.33"
"2025-10-24T14:36:26.594Z","Included","claude-4.5-sonnet-thinking","No","664","1825","73208","2094","77791","0.06"
"2025-10-24T14:33:38.001Z","Included","claude-4.5-sonnet-thinking","No","5872","6307","273854","1183","287216","0.14"
"2025-10-24T14:30:48.096Z","Included","claude-4.5-sonnet-thinking","No","16490","26330","756576","5985","805381","0.44"
"2025-10-24T14:28:00.351Z","Included","claude-4.5-sonnet-thinking","No","8622","1848","42229","1162","53861","0.06"
"2025-10-24T14:23:56.276Z","Errored, Not Charged","claude-4.5-sonnet-thinking","No","37651","11670","351606","4667","405594","0.35"
"2025-10-24T14:19:38.308Z","Included","claude-4.5-sonnet-thinking","No","5385","5620","833663","1564","846232","0.31"
"2025-10-24T14:17:05.007Z","Included","claude-4.5-sonnet-thinking","No","8533","11305","1124119","2891","1146848","0.44"
"2025-10-24T14:11:15.433Z","Included","claude-4.5-sonnet-thinking","No","26770","28751","1136442","9617","1201580","0.66"
"2025-10-24T14:07:09.879Z","Included","claude-4.5-sonnet-thinking","No","3682","2350","127139","2401","135572","0.09"
"2025-10-24T14:06:26.469Z","Included","claude-4.5-sonnet-thinking","No","114341","3479","12841","1962","132623","0.47"
"2025-10-24T13:59:38.731Z","Included","claude-4.5-sonnet-thinking","No","8383","17079","707012","1518","733992","0.31"
"2025-10-24T13:56:13.813Z","Included","claude-4.5-sonnet-thinking","No","12982","18317","958773","2609","992681","0.43"
"2025-10-24T13:52:59.735Z","Included","claude-4.5-sonnet-thinking","No","6888","7337","580124","2257","596606","0.25"
"2025-10-24T13:48:47.338Z","Included","claude-4.5-sonnet-thinking","No","23654","27487","1091887","5177","1148205","0.57"
"2025-10-24T13:46:20.668Z","Included","claude-4.5-sonnet-thinking","No","3096","8765","208154","1899","221914","0.13"
